   1.7411969e-01   6.6152104e-02  -2.6957934e-01   3.0957436e-01  -1.2332735e-01  -1.3971419e-01  -2.8471902e-01  -2.1926472e-02  -2.0542422e-02  -6.4543321e-02
  -1.6791748e-01  -3.3211020e-01   6.0249731e-01   3.0016809e-01  -7.1798325e-02  -2.2975866e-02   7.1780229e-02  -2.4274709e-03  -1.1407195e-01   1.8680695e-01
  -2.2766336e-01   3.9144764e-01  -3.5264589e-01  -6.4666866e-02   1.7451844e-01   2.3583078e-02  -3.0061096e-01   1.8436704e-01   3.2648983e-02  -1.6293417e-01
   8.0742018e-02   1.5123148e-01   4.3688794e-01  -1.8756509e-02  -5.8841218e-02  -1.0096112e-01  -3.8539980e-01   1.0427613e-01  -4.1088223e-01  -5.3967502e-02
  -5.5006412e-02   1.6902895e-01  -5.5423629e-01   1.8361498e-01  -1.0385087e-01  -2.5860243e-01  -1.7436185e-03   4.6670536e-02  -8.4839140e-02  -2.9388974e-01
   2.4128406e-01   3.9468444e-02  -1.4137511e-01   2.4327345e-01   7.3434084e-02  -2.5350311e-01   1.2421001e-01  -3.5909092e-01  -2.1156790e-01   3.0308896e-02
   8.2252814e-02   1.4099557e-02  -3.8660532e-01   1.6374440e-01   2.5235142e-01   2.3346857e-01  -1.1406600e-01  -7.8779514e-02  -2.0348680e-01   5.0041174e-02
   5.0424962e-02  -1.5429578e-01   1.8390909e-01   1.7043151e-01   1.3142524e-01  -1.5069287e-01  -2.6770037e-01   1.3044502e-01   2.8944334e-01  -2.5802519e-01
  -4.4163784e-01   2.8722162e-01  -1.2334441e-02   2.3556129e-01   1.9710268e-01  -2.4371568e-01  -8.6375658e-02  -1.6698826e-01   3.5936021e-02   2.3326049e-01
   1.1197188e-02  -4.2000837e-01   2.4705942e-01   5.3430540e-04  -9.1907358e-02  -4.2063532e-01   7.4784337e-02   4.9036102e-02   6.7715840e-02  -2.1561303e-01
  -1.4603247e-01  -1.8326545e-01   3.5751064e-01  -1.6408071e-01  -3.9342268e-02  -1.7802875e-01   1.8214972e-01  -2.4530500e-03   1.4562896e-02   1.8788326e-01
   1.3504747e-01   1.5719370e-01  -4.2654814e-01   4.3985927e-02   1.9325711e-01   6.9998822e-02   1.8036306e-01   4.2423768e-01   2.4971733e-01  -2.2463716e-01
  -1.6601701e-01  -2.4355748e-02  -1.2851821e-01  -1.5789993e-02   2.4562255e-01  -1.0627317e-01  -5.7220960e-02  -4.5521131e-02   1.3490463e-01   2.0736800e-01
  -2.9892505e-02  -6.3416269e-02   1.8671893e-01   1.4465682e-01   9.7636963e-02   6.5323975e-01   6.3401516e-03   6.8254987e-02  -1.6706198e-02   1.2328422e-01
  -1.0499984e-01   2.0154135e-01   3.6582045e-01   1.7057614e-02  -1.3664945e-02  -1.1269308e-01  -9.4714812e-02  -3.4070690e-01  -1.0744010e-02  -1.7626881e-01
   2.5117829e-01   3.1168310e-02   1.0986536e-02   2.7971049e-01  -3.5512968e-01   6.5930812e-02  -2.1158055e-01  -1.2867383e-01   5.1688158e-02   1.7833886e-01
  -1.6732448e-01   1.1062965e-01   2.9168186e-01  -1.7101644e-01  -1.9842452e-01  -2.3398834e-03   1.2538215e-01   2.9984340e-04  -1.6326535e-01   2.3029507e-02
   4.1413733e-02  -8.8912362e-02  -2.2409795e-01   8.7071593e-02   3.4177268e-03  -7.2597126e-02  -1.2624750e-01  -1.0006500e-01  -1.7343863e-01  -2.0801863e-01
   2.5308629e-01  -4.8291572e-02  -3.4580628e-01  -9.7648177e-02   2.1207686e-01  -1.0763079e-01   3.5546753e-01  -1.5590376e-01  -1.5059438e-01  -2.0662667e-01
   2.3276770e-01  -1.1602121e-01   8.3460478e-02  -3.2962500e-01  -1.1453509e-01   1.3184641e-01  -2.5608032e-01   1.0024810e-02   1.0968059e-01   3.5568934e-01
   1.2821743e-01   1.8934068e-01  -7.0850999e-02  -1.1576343e-01   1.1294663e-02  -1.7866454e-01   2.2441557e-01   1.5516575e-01   1.9249912e-01   2.5215681e-01
  -2.1583703e-02  -1.1543151e-01   1.0512652e-01   2.3039194e-01   1.7167577e-01   1.8911524e-01   3.0122609e-01   5.9067589e-02   2.4081939e-01  -2.3691612e-03
   1.5790007e-01  -2.8071644e-01   3.0842121e-01  -3.5498136e-01   4.1131308e-02  -6.9241982e-02  -2.3179657e-01   6.7165267e-02   6.6448612e-02   2.8224187e-01
   2.7372585e-02   1.1552563e-01   4.8617597e-02   2.9353423e-01   2.2611080e-01   2.1306322e-03   2.4866738e-02   3.5588623e-01  -4.7894454e-02   1.7159849e-01
  -1.7567096e-01  -1.5238920e-01   1.7255654e-01   1.2966103e-01   2.1161845e-01  -1.2663828e-01   2.0359788e-01   3.4385135e-02  -9.4948177e-03   3.3782909e-01
   2.8740890e-01  -4.5021566e-01   7.1297826e-02  -1.7004831e-01  -5.9910208e-02  -1.2684972e-01   3.2489547e-01   2.4821403e-01   1.1105611e-01   1.4068352e-01
   9.1632668e-02   1.3679680e-01   5.0257916e-02  -3.5700779e-02   1.0154517e-01  -6.1979824e-02  -7.8874049e-02  -5.3947708e-02  -1.7626034e-02   1.6058549e-03
   5.0635912e-01  -2.4464861e-01  -2.1435012e-01   4.9211729e-02  -1.0122295e-02  -1.4603013e-01   6.5397425e-02   1.5059818e-01  -2.3074431e-01  -8.1573410e-02
  -2.5758129e-01   1.6715537e-02   3.2759860e-02   1.3651494e-01  -2.1727352e-01   5.9498476e-02  -2.8661651e-02   2.7839073e-01   6.1349475e-02  -1.0743684e-01
  -4.5786449e-02  -1.0724408e-01   2.8780425e-01  -1.0221994e-01  -3.2136709e-01  -4.0248604e-02   2.2870068e-01   1.3265822e-01   3.2816873e-02   3.5708110e-01
  -1.1754230e-01   5.1807262e-02  -1.7436670e-01  -1.5758331e-01  -6.8867948e-02   1.2952342e-01   4.1082535e-01   1.5978835e-01  -2.1421549e-01  -4.1031098e-02
  -1.1088862e-01  -5.8588620e-02   2.3604640e-01   7.5479013e-02   1.9831487e-01   1.2069038e-01  -1.5857722e-01   1.8616361e-01  -2.7007767e-01   1.5995790e-01
   1.1992748e-01   2.2008578e-01  -2.8394836e-01  -4.0727219e-02   3.5826134e-03   2.0070288e-02   1.7527132e-01   1.4013884e-01   1.3040315e-01   3.5706078e-02
   3.3520208e-01  -6.5019488e-02   2.0229567e-02  -1.1533845e-01  -1.2305622e-02   1.4511755e-01  -2.4546837e-01   3.8186119e-02  -1.4696368e-01   1.5767690e-01
  -3.9307645e-01  -3.9110484e-01   3.2485871e-01  -2.9884012e-02  -3.9365362e-01  -3.3722750e-01  -1.7384338e-02   6.1477218e-02   6.7509123e-02   2.1339835e-01
