  -1.5993270e+00  -1.6025559e+00  -1.6024281e+00  -1.6024522e+00  -1.6025083e+00  -1.6024996e+00  -1.6025035e+00  -1.6025585e+00  -1.6025112e+00  -1.6024081e+00  -1.6023801e+00  -1.6024173e+00  -1.6024926e+00  -1.6024568e+00  -1.6023319e+00  -1.6024847e+00  -1.6024414e+00  -1.6024715e+00  -1.6024278e+00  -1.6024744e+00  -1.6024327e+00  -1.6024766e+00  -1.6024753e+00  -1.6024701e+00  -1.6024575e+00  -1.6024574e+00  -1.6024551e+00  -1.6024692e+00  -1.6024364e+00  -1.6055330e+00  -1.6023703e+00  -1.6025208e+00  -1.6024617e+00  -1.6024194e+00  -1.6024359e+00  -1.6024343e+00  -1.6023810e+00  -1.6024311e+00  -1.6025090e+00  -1.6025182e+00  -1.6024509e+00  -1.6024297e+00  -1.6024239e+00  -1.6025525e+00  -1.6023912e+00  -1.6024869e+00  -1.6024565e+00  -1.6024632e+00  -1.6024675e+00  -1.6024319e+00  -1.6024623e+00  -1.6024444e+00  -1.6024450e+00  -1.6024690e+00  -1.6024362e+00  -1.6024682e+00  -1.6024668e+00  -1.6024618e+00
  -1.2019076e+00  -1.1985897e+00  -1.2018294e+00  -1.2019343e+00  -1.2018447e+00  -1.2018623e+00  -1.2018562e+00  -1.2018389e+00  -1.2018460e+00  -1.2019265e+00  -1.2021000e+00  -1.2018867e+00  -1.2018384e+00  -1.2018513e+00  -1.2019820e+00  -1.2018106e+00  -1.2018532e+00  -1.2018475e+00  -1.2019483e+00  -1.2018416e+00  -1.2019221e+00  -1.2018429e+00  -1.2018354e+00  -1.2018422e+00  -1.2018511e+00  -1.2018511e+00  -1.2018684e+00  -1.2018400e+00  -1.2018971e+00  -1.2018984e+00  -1.2051058e+00  -1.2018440e+00  -1.2017966e+00  -1.2018468e+00  -1.2018200e+00  -1.2018241e+00  -1.2018477e+00  -1.2018326e+00  -1.2017947e+00  -1.2018518e+00  -1.2018802e+00  -1.2018568e+00  -1.2019365e+00  -1.2018106e+00  -1.2020282e+00  -1.2018406e+00  -1.2018422e+00  -1.2018346e+00  -1.2018356e+00  -1.2021692e+00  -1.2018362e+00  -1.2020459e+00  -1.2020872e+00  -1.2018413e+00  -1.2018976e+00  -1.2018404e+00  -1.2018409e+00  -1.2018464e+00
  -2.0413049e-02  -2.0599877e-02  -1.7590743e-02  -2.0652396e-02  -2.0612654e-02  -2.0621020e-02  -2.0575027e-02  -2.0608075e-02  -2.0395153e-02  -2.0363308e-02  -2.0808695e-02  -2.0511298e-02  -2.0560959e-02  -2.0535139e-02  -2.0732583e-02  -2.0623677e-02  -2.0572222e-02  -2.0551307e-02  -2.0752595e-02  -2.0555278e-02  -2.0680696e-02  -2.0567807e-02  -2.0545510e-02  -2.0553565e-02  -2.0534583e-02  -2.0535358e-02  -2.0608682e-02  -2.0554501e-02  -2.0634776e-02  -2.0799907e-02  -2.0492607e-02  -2.3540155e-02  -2.0540849e-02  -2.0491355e-02  -2.0478727e-02  -2.0526434e-02  -2.0484720e-02  -2.0712535e-02  -2.0639184e-02  -2.0650725e-02  -2.0612216e-02  -2.0521672e-02  -2.0734885e-02  -2.0571773e-02  -2.0763224e-02  -2.0541175e-02  -2.0537590e-02  -2.0556203e-02  -2.0560121e-02  -2.0847476e-02  -2.0538755e-02  -2.0846015e-02  -2.0851376e-02  -2.0560379e-02  -2.0635247e-02  -2.0549839e-02  -2.0542065e-02  -2.0538385e-02
   1.5981103e+00   1.5985833e+00   1.5981906e+00   1.6013311e+00   1.5983963e+00   1.5983238e+00   1.5983080e+00   1.5981297e+00   1.5982616e+00   1.5984460e+00   1.5987333e+00   1.5985278e+00   1.5985094e+00   1.5985072e+00   1.5985909e+00   1.5985037e+00   1.5984890e+00   1.5984956e+00   1.5985852e+00   1.5984638e+00   1.5985531e+00   1.5984755e+00   1.5984996e+00   1.5984966e+00   1.5984993e+00   1.5984992e+00   1.5985477e+00   1.5985079e+00   1.5985700e+00   1.5989895e+00   1.5984270e+00   1.5988349e+00   1.5957331e+00   1.5986267e+00   1.5986855e+00   1.5987010e+00   1.5988648e+00   1.5987514e+00   1.5984687e+00   1.5985547e+00   1.5985243e+00   1.5984942e+00   1.5986078e+00   1.5985481e+00   1.5986882e+00   1.5985344e+00   1.5985091e+00   1.5985522e+00   1.5985549e+00   1.5989007e+00   1.5985374e+00   1.5986927e+00   1.5987693e+00   1.5985120e+00   1.5985699e+00   1.5985041e+00   1.5984979e+00   1.5984982e+00
  -4.6456521e-02  -4.9116941e-02  -4.6799358e-02  -4.2796663e-02  -4.5178127e-02  -4.7302565e-02  -4.7214030e-02  -5.4320469e-02  -4.6566402e-02  -3.4253202e-02  -4.6918507e-02  -4.7803353e-02  -4.7641305e-02  -4.7423379e-02  -4.6917598e-02  -4.7287984e-02  -4.7305270e-02  -4.7402382e-02  -4.7011199e-02  -4.7408840e-02  -4.7111764e-02  -4.7377811e-02  -4.7380317e-02  -4.7361411e-02  -4.7402517e-02  -4.7402542e-02  -4.7223231e-02  -4.7357056e-02  -4.7149900e-02  -4.7503275e-02  -4.5440619e-02  -4.7649768e-02  -5.1602942e-02  -4.9525284e-02  -4.7416703e-02  -4.7511200e-02  -3.9731352e-02  -4.7200302e-02  -6.0557998e-02  -4.7103139e-02  -4.6852165e-02  -4.7128795e-02  -4.6969870e-02  -4.7377205e-02  -4.6836228e-02  -4.7402090e-02  -4.7360330e-02  -4.7295632e-02  -4.7297796e-02  -4.6491940e-02  -4.7347897e-02  -4.6733937e-02  -4.6652206e-02  -4.7345888e-02  -4.7148705e-02  -4.7369445e-02  -4.7390523e-02  -4.7397201e-02
   1.1680496e+00   1.1681348e+00   1.1678695e+00   1.1682014e+00   1.1679817e+00   1.1714497e+00   1.1684978e+00   1.1676202e+00   1.1680977e+00   1.1692508e+00   1.1681316e+00   1.1680121e+00   1.1683929e+00   1.1681942e+00   1.1681545e+00   1.1681345e+00   1.1681689e+00   1.1681874e+00   1.1681614e+00   1.1681677e+00   1.1681642e+00   1.1681742e+00   1.1682016e+00   1.1681948e+00   1.1681994e+00   1.1681984e+00   1.1681931e+00   1.1681980e+00   1.1681894e+00   1.1683751e+00   1.1682687e+00   1.1685435e+00   1.1681900e+00   1.1684148e+00   1.1649467e+00   1.1678977e+00   1.1688250e+00   1.1683811e+00   1.1670765e+00   1.1682102e+00   1.1683752e+00   1.1680051e+00   1.1681894e+00   1.1682261e+00   1.1682383e+00   1.1682257e+00   1.1682091e+00   1.1682207e+00   1.1682282e+00   1.1681753e+00   1.1682220e+00   1.1681608e+00   1.1681632e+00   1.1681964e+00   1.1681893e+00   1.1681982e+00   1.1681987e+00   1.1681985e+00
   5.1353747e-02   5.3084390e-02   4.8455388e-02   4.6757863e-02   4.9143052e-02   5.2292502e-02   5.0801128e-02   5.2100049e-02   5.1875721e-02   4.7274428e-02   5.0033109e-02   4.8410035e-02   5.3287255e-02   5.0326609e-02   5.0059053e-02   5.0275994e-02   5.0308748e-02   5.0353796e-02   5.0084002e-02   5.0350709e-02   5.0163705e-02   5.0339012e-02   5.0380534e-02   5.0366581e-02   5.0376572e-02   5.0375692e-02   5.0292651e-02   5.0365988e-02   5.0246382e-02   4.9030644e-02   4.7649854e-02   5.2155336e-02   5.3995086e-02   5.1564210e-02   4.8431954e-02   4.9949294e-02   4.8421474e-02   4.8589694e-02   5.4141548e-02   5.0251193e-02   5.2233355e-02   4.7473948e-02   5.0168797e-02   5.0402105e-02   5.0079805e-02   5.0408330e-02   5.0390027e-02   5.0378040e-02   5.0377128e-02   4.9979902e-02   5.0395867e-02   4.9988206e-02   4.9975766e-02   5.0359293e-02   5.0245653e-02   5.0370027e-02   5.0377186e-02   5.0376500e-02
   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02   8.0000000e-02
  -3.5599350e-02  -3.5358122e-02  -3.5542208e-02  -3.6165394e-02  -3.5532901e-02  -3.5621888e-02  -3.5630434e-02  -3.4813753e-02  -3.2273599e-02  -3.7179663e-02  -3.5684288e-02  -3.5607809e-02  -3.5554002e-02  -3.5616465e-02  -3.5671189e-02  -3.5591403e-02  -3.5617807e-02  -3.5612173e-02  -3.5634021e-02  -3.5608593e-02  -3.5629240e-02  -3.5605068e-02  -3.5603273e-02  -3.5607091e-02  -3.5619136e-02  -3.5619244e-02  -3.5611701e-02  -3.5606932e-02  -3.5622459e-02  -3.5728409e-02  -3.5881400e-02  -3.5690614e-02  -3.5057554e-02  -3.5693611e-02  -3.5597909e-02  -3.5586576e-02  -3.6463838e-02  -3.9054556e-02  -3.3966937e-02  -3.5608079e-02  -3.5661040e-02  -3.5677614e-02  -3.5634945e-02  -3.5569863e-02  -3.5661364e-02  -3.5604547e-02  -3.5613139e-02  -3.5604482e-02  -3.5602741e-02  -3.5721978e-02  -3.5609692e-02  -3.5678784e-02  -3.5690865e-02  -3.5606543e-02  -3.5622581e-02  -3.5608690e-02  -3.5611333e-02  -3.5615540e-02
   7.8387660e-01   7.8416164e-01   7.8398943e-01   7.8417316e-01   7.8429422e-01   7.8418997e-01   7.8418288e-01   7.8409688e-01   7.8372732e-01   7.8686176e-01   7.8440659e-01   7.8415678e-01   7.8417227e-01   7.8416454e-01   7.8427762e-01   7.8420544e-01   7.8418406e-01   7.8417173e-01   7.8428989e-01   7.8417759e-01   7.8425189e-01   7.8418173e-01   7.8416786e-01   7.8417435e-01   7.8416582e-01   7.8416589e-01   7.8420269e-01   7.8417203e-01   7.8422018e-01   7.8453214e-01   7.8416203e-01   7.8435949e-01   7.8420179e-01   7.8404833e-01   7.8414948e-01   7.8415796e-01   7.8420238e-01   7.8459719e-01   7.8130103e-01   7.8422838e-01   7.8421133e-01   7.8416279e-01   7.8427806e-01   7.8417946e-01   7.8430529e-01   7.8416444e-01   7.8416589e-01   7.8416806e-01   7.8416875e-01   7.8443190e-01   7.8416136e-01   7.8439749e-01   7.8441010e-01   7.8417432e-01   7.8422059e-01   7.8417040e-01   7.8416746e-01   7.8416665e-01
