   0.0000000e+00   1.0020015e+00  -1.5188924e-02   2.9427875e-02   4.2267788e-04  -3.3798681e-03  -6.7393442e-04  -2.2880392e-03   5.4019684e-03   3.8661924e-03  -5.0306606e-03   2.1102404e-02   1.6360028e-03  -6.5196338e-03   4.0424446e-04   2.6550116e-02  -4.0550696e-03   1.1665603e-02   5.7784529e-04  -1.2038039e-03  -1.7383656e-04   7.9736834e-05   1.9581787e-04  -2.7079534e-03  -6.1484980e-04  -7.4443166e-04   4.3891346e-05  -8.3176261e-05  -5.3922901e-06   2.7083656e-03  -3.0145657e-04  -1.3521319e-03  -4.0102289e-05   6.5154684e-04  -1.4434872e-04  -1.9406508e-04  -2.5872042e-04   0.0000000e+00
   0.0000000e+00  -1.2760712e-03   1.0316978e+00   1.0683366e-02  -3.0213749e-03   1.6838163e-03  -7.5770370e-04   1.5818551e-03  -6.6303001e-03  -1.8175266e-03   8.6806775e-04  -4.6229773e-03  -1.5175720e-04   4.9070347e-04  -1.7033541e-04  -6.1663032e-03   1.3556456e-02  -2.5751830e-03  -4.9814662e-04   2.9604192e-04   8.2584165e-04   1.6462256e-04  -1.3573661e-04   1.7309669e-03  -4.5985439e-04   7.8118122e-04  -6.2906534e-06   5.6067345e-05   7.7805963e-06  -3.0734937e-04   1.4256894e-03  -4.4423091e-04   1.3322356e-03  -7.8262667e-05  -8.8941069e-04  -3.1853078e-04  -2.2873987e-04   0.0000000e+00
   0.0000000e+00   3.9254675e-03   8.5073433e-03   9.2534166e-01  -1.5020028e-02   9.5767740e-03  -9.9332473e-03   2.0383367e-03  -7.3130192e-03   5.8948401e-03  -7.8078013e-03  -5.1939474e-03   3.0948447e-04  -2.6159836e-03   1.8792144e-04   3.9571712e-03  -5.9901308e-03   3.9604397e-03   1.7852409e-03  -5.4473967e-04  -2.8961112e-04   2.7561992e-04   7.0116962e-05  -9.5349280e-04  -3.6104202e-04  -2.4189660e-04   2.1907749e-05  -2.8590818e-05  -2.4877407e-06  -1.3375041e-03  -4.3293434e-04   3.5192879e-03   6.9121871e-05   2.2439204e-04  -1.6173569e-04  -5.3078189e-04  -3.4705868e-04   0.0000000e+00
   0.0000000e+00  -7.3934516e-03   7.7342541e-02  -6.2971486e-03   9.4406585e-01   4.3170248e-03  -2.7469549e-04  -2.9756853e-03  -2.0633529e-02  -4.0908158e-03   8.4924654e-03   1.2280356e-02   9.5380629e-03   1.1381430e-03   2.8508538e-03   1.6832392e-03   1.2429081e-03   1.0962988e-03   8.8117930e-03  -2.4902696e-04  -4.5489000e-04  -6.9836140e-05   1.9285432e-05   2.6920306e-04  -3.2632658e-03   6.4864270e-05   1.4327898e-04   1.0732649e-05  -8.2645135e-06  -5.4786171e-05   1.3278067e-03   4.7880711e-05   3.9877319e-03   1.2445461e-04   3.9568358e-04   1.2329763e-04   1.7143871e-04   0.0000000e+00
   0.0000000e+00  -1.5939986e-01   4.6755900e-01   3.7545211e-02  -1.9672115e-01   1.2005564e+00   1.3566798e-01   1.3322624e-01   1.1770421e-01   1.0034638e-02   1.1059341e-02  -6.5800443e-01  -1.2925264e-02   9.2899837e-03  -4.2455389e-03   2.1947778e-02   3.4888360e-03   1.1020906e-02  -6.1006054e-04  -2.4852589e-03  -3.6678010e-05  -4.7593313e-05  -1.9481506e-04   2.8423808e-03   2.0904030e-04   8.9128289e-04  -2.9856091e-05   8.7786777e-05   6.1951532e-06   1.4225054e-03   3.2396960e-04   9.4653776e-04   3.6664969e-04   3.9754376e-03   1.0371532e-04   1.4018301e-04  -1.6980141e-03   0.0000000e+00
   0.0000000e+00  -1.4360389e-02   9.5303819e-02  -5.7294682e-02  -9.1923454e-02  -3.8255354e-03   1.0681886e+00   1.3222016e-01   4.3540161e-02   9.7448264e-04   2.6256757e-04  -4.7211702e-02   1.5183254e-03   1.1107971e-03   2.5502818e-04  -1.6107574e-03  -1.1665470e-02  -1.4063864e-03   3.9004651e-03   3.1581846e-05  -2.3829571e-03   4.3623912e-05  -7.2369487e-05   9.4397390e-04  -1.0032605e-03   4.1788091e-04   2.9956499e-05   3.1110821e-05   2.4185118e-06  -9.8225793e-05  -8.6629085e-04  -1.2123690e-04   4.1560712e-04  -1.2112189e-05   4.6026093e-03  -9.1968641e-05  -1.8278941e-04   0.0000000e+00
   0.0000000e+00   7.8782731e-02   6.1527946e-01  -7.8598940e-01  -6.5585406e-01  -3.6325859e-01   6.0378340e-01   1.4929214e-01  -2.8389693e-01   5.7783876e-04  -1.2148239e-03   5.7595850e-02   1.6081752e-03   1.3956545e-03   4.4614932e-04  -7.2834522e-03  -5.8577088e-03  -4.1686893e-03   1.9768905e-03   3.8552035e-04  -1.2345750e-04  -2.2190067e-03  -9.5502477e-05   1.1920119e-03  -2.1276907e-04   4.0219975e-04  -2.5704481e-06   3.8501731e-05   2.9926025e-06  -2.8663712e-04  -3.7186146e-04  -6.2532178e-04   1.1180713e-04  -9.2352811e-05  -1.2130947e-04   4.4842225e-03   5.6279206e-05   0.0000000e+00
   0.0000000e+00   1.3088156e-04  -1.0234692e-04   2.5305590e-04   1.2725054e-05  -4.5875213e-05   1.0926484e-04   2.3237216e-05   1.0001928e+00   4.2538913e-04   7.1364043e-04  -2.0196981e-05  -4.8634986e-05   2.3445502e-05  -2.9047308e-06  -5.1674658e-09   8.4507067e-10  -3.7854248e-09  -1.9734255e-09  -4.0663737e-09   8.0996093e-10   1.3392957e-08  -4.6093176e-09  -5.5765231e-09  -6.3887385e-09   1.2265411e-09   3.2178636e-10  -2.1588994e-10   1.0771035e-10  -4.5670338e-11  -1.0401625e-10   7.9437995e-10  -7.0759258e-10   1.1950840e-08  -1.6919482e-09  -2.7010913e-08  -1.8668310e-08   0.0000000e+00
   0.0000000e+00   1.1574949e-02  -3.9693316e-02   1.2263764e-03   2.4575802e-02  -1.7511247e-02  -1.1667970e-02  -1.0399153e-02  -4.2475963e-02   9.9419800e-01   5.2826776e-03   5.5033732e-02  -1.8912081e-04   4.7821111e-03   3.4044230e-04  -1.0569266e-02   4.7685496e-03  -5.0886349e-03  -1.0745735e-03   3.9836283e-04   1.6893471e-04  -1.4761255e-04  -1.7681094e-04   2.5449195e-03   3.2101987e-04   6.4522759e-04  -2.5602436e-05   7.6152480e-05   2.3760989e-06  -6.7160264e-04   3.5352633e-04  -2.8211031e-04   3.9727464e-05   1.4823236e-04   1.7410263e-04   3.1435831e-04  -1.8714581e-04   0.0000000e+00
   0.0000000e+00   1.2648799e-02  -4.3684711e-02   1.0838007e-03   2.4720138e-02  -1.4220857e-02  -8.2795929e-03  -7.8627672e-03  -2.8372354e-02  -1.1338396e-03   9.9903366e-01   3.8407743e-02  -1.8979792e-03  -5.8384995e-04  -5.2098872e-04  -3.6537966e-03   1.3776391e-03  -1.8339976e-03  -2.0450286e-03   9.3688462e-05   2.2693373e-04   4.2744520e-05  -1.7598850e-05   1.2276144e-04   9.6494477e-04   5.8084191e-05  -4.3341765e-05   3.8264763e-06   3.4439625e-06  -1.8521624e-04  -1.2697639e-04  -1.2058992e-04  -7.4736101e-04   2.1962324e-04  -2.1830230e-04  -7.9131505e-05   1.2799249e-04   0.0000000e+00
