  -1.5986000e+00  -1.6461579e+00  -1.5034472e+00  -1.7129870e+00  -1.5677527e+00  -1.4688253e+00  -1.0514299e+00  -1.1391728e+00  -7.1400451e-01  -7.3230609e-01
  -1.2044895e+00  -1.1782664e+00  -1.4735586e+00  -1.3825863e+00  -1.3675684e+00  -1.2631587e+00  -1.1361547e+00  -1.2197349e+00  -9.7640371e-01  -1.2658849e+00
  -2.1812859e-02  -1.6486241e-03  -5.8423058e-02   6.5201525e-02   4.1903492e-02   1.6006859e-02  -3.9592162e-02   1.4051400e-01  -1.7679938e-01  -1.0768716e-01
   1.5921764e+00   1.5496751e+00   1.4304463e+00   1.2995520e+00   1.2989861e+00   1.4397874e+00   1.2852618e+00   1.1413716e+00   1.0487916e+00   1.2494573e+00
   9.1993219e-02   5.0196477e-02  -2.2961913e-03  -1.4584301e-01   6.1230980e-02  -3.6239814e-02   2.5795099e-02   2.7893588e-02   4.5337301e-02   6.2856349e-02
   1.1745485e+00   1.1792936e+00   1.0825638e+00   1.0457538e+00   9.8728731e-01   1.1297488e+00   8.6646340e-01   1.0469839e+00   9.5577817e-01   9.0198401e-01
   3.0336428e-02  -1.4504183e-02   9.9488779e-02   8.6421585e-02  -1.4177097e-03  -3.2087312e-02   8.4995642e-02  -2.0625992e-01   1.5727567e-01  -1.5240949e-01
   1.8069695e-01   1.5450713e-01  -4.5404068e-02   1.2583291e-01   2.9686827e-02   7.2798540e-02   1.9977964e-01  -2.8524009e-02  -5.8995676e-02   1.6649668e-01
  -4.8483421e-02  -8.1402026e-03   7.9080746e-02   7.1217823e-02  -2.0309410e-02  -3.4715199e-01  -2.3598068e-01  -4.2413829e-01  -3.7344513e-01  -6.8017302e-01
   7.7691438e-01   9.8487081e-01   6.1125381e-01   8.2661857e-01   9.0458317e-01   7.4285301e-01   8.7655885e-01   6.5428727e-01   8.2759104e-01   7.1968531e-01
   8.2652090e-02   1.3015752e-01   2.1642552e-02   7.6589188e-02   1.8243015e-01   1.6153442e-01   1.2332260e-01   2.8098006e-01   3.5177135e-01   3.6815897e-01
   1.8745331e-03   2.8250081e-02  -5.0587088e-02  -4.9280558e-02  -6.8402977e-02  -2.2428218e-02  -3.5375963e-02  -1.3823052e-01   9.2976596e-02   2.3351639e-01
  -2.8484149e-02  -4.3804383e-02   2.4642202e-02   2.4584717e-01  -5.0075131e-02   9.5049200e-02  -4.8625005e-02  -1.2958103e-01  -1.3206075e-02   4.6828488e-03
   6.2337329e-04  -2.2757253e-02   1.9240817e-01   1.4844416e-01   2.6884014e-02   3.3659115e-01   3.1684584e-01   3.4933641e-01   5.8812763e-01   9.3515898e-01
  -1.0408106e-01   1.2631195e-02  -6.1875641e-03  -1.2434530e-01   1.5425213e-01   3.5766603e-02  -9.2527946e-02   1.4728832e-01  -1.0489638e-01  -6.8465328e-02
   8.6402881e-02  -1.3725553e-03   2.4518842e-01   1.9044756e-01  -6.7984353e-02   1.0509708e-02   3.4961964e-02   1.4196973e-01   2.8511554e-02   1.4418586e-01
  -2.3440023e-01  -2.9590437e-02   2.5452277e-01   1.4576051e-02   9.1886638e-02  -5.5409761e-02  -6.5548324e-02   5.8077366e-02   1.1957282e-01  -2.7241209e-02
  -8.2679534e-02   5.0555934e-02  -1.4793454e-01   2.1394866e-03   3.2688510e-02  -7.0814535e-02  -6.9784512e-02   4.2640064e-02  -7.5767528e-02   4.6865291e-02
   1.6957330e-02  -2.4356440e-01  -3.1596699e-02   7.7645230e-02  -1.3096009e-01   6.4326755e-02  -1.4938318e-01  -6.4411222e-02  -3.9832755e-02   3.8468159e-02
   5.9818989e-02  -1.7892697e-02   2.8271266e-02  -1.5799751e-01   2.2334641e-02  -9.4607705e-02  -5.2675183e-03  -1.3894635e-01   1.1667517e-02  -1.3201630e-01
   4.3349652e-02  -5.7134398e-02   2.8534364e-01   4.2498208e-02  -1.0495378e-01  -1.8236623e-02  -1.4114656e-01   1.2326238e-02   8.1154438e-02   3.9073049e-02
   1.7937028e-02  -2.8944969e-02  -1.5565073e-03  -9.0029948e-02   5.6975976e-02  -2.2222926e-02  -1.3568850e-01  -1.0465820e-02   9.5440525e-02  -3.8128879e-02
  -1.4322791e-02   1.0657513e-01  -1.1181320e-01   6.8775047e-02  -9.4527360e-02  -2.4543590e-01  -1.9493496e-02   1.8468979e-01  -9.7882334e-03   5.8527133e-02
  -1.5222926e-01   8.8856279e-03  -2.0315151e-01   4.7605128e-02  -6.8107473e-03   1.6572992e-01  -4.4166913e-02  -1.1155483e-02   1.0189246e-01  -2.0637750e-01
  -1.1141920e-02  -9.6859827e-02  -1.8431896e-01  -1.5167909e-01  -4.8245060e-02   1.2176429e-01  -2.1106113e-02   1.3398159e-01   1.0808105e-02   3.2225022e-02
   5.0366367e-02  -1.2754523e-01   9.1130896e-03   2.5593286e-03  -1.1203053e-01   7.8662360e-02  -5.1566823e-03   1.7909526e-02   1.3806427e-02  -4.8095412e-02
   9.5134938e-02  -1.4623452e-02  -1.4143472e-02  -6.8428898e-02   3.3620915e-02  -1.6670219e-01   2.0058643e-01  -7.2286526e-02   1.4973465e-02   8.4150502e-02
   1.9009402e-02  -1.7466077e-02  -1.3517201e-01  -1.1301446e-01  -9.4065448e-02  -1.2665572e-01   8.7245415e-02  -5.4751926e-02   1.0644393e-01   5.3994589e-02
