   0.0000000e+00   1.0020031e+00  -1.5189282e-02   2.9430134e-02   4.2505667e-04  -3.3800673e-03  -6.7347788e-04  -2.2891476e-03   5.3997420e-03   3.8674527e-03  -5.0347493e-03   2.1102436e-02   1.6360357e-03  -6.5182063e-03   4.0429918e-04   2.6550116e-02  -4.0550696e-03   1.1665603e-02   5.7784529e-04  -1.2038039e-03  -1.7383656e-04   7.9736775e-05   1.9581787e-04  -2.7079534e-03  -6.1484980e-04  -7.4443167e-04   4.3891346e-05  -8.3176261e-05  -5.3922901e-06   2.7083656e-03  -3.0145657e-04  -1.3521319e-03  -4.0102289e-05   6.5154683e-04  -1.4434871e-04  -1.9406496e-04  -2.5872044e-04
   0.0000000e+00  -1.2745808e-03   1.0316979e+00   1.0682109e-02  -3.0211651e-03   1.6838915e-03  -7.5691266e-04   1.5814030e-03  -6.6278644e-03  -1.8215880e-03   8.6762071e-04  -4.6229947e-03  -1.5113884e-04   4.9125313e-04  -1.7037286e-04  -6.1663032e-03   1.3556456e-02  -2.5751830e-03  -4.9814665e-04   2.9604194e-04   8.2584164e-04   1.6462248e-04  -1.3573662e-04   1.7309669e-03  -4.5985443e-04   7.8118121e-04  -6.2906505e-06   5.6067344e-05   7.7805955e-06  -3.0734937e-04   1.4256894e-03  -4.4423091e-04   1.3322356e-03  -7.8262693e-05  -8.8941066e-04  -3.1853063e-04  -2.2873990e-04
   0.0000000e+00   3.9304869e-03   8.5099186e-03   9.2535741e-01  -1.5033391e-02   9.5748364e-03  -9.9374818e-03   2.0441419e-03  -7.3389706e-03   5.8982301e-03  -7.7805648e-03  -5.1943357e-03   3.0850249e-04  -2.6196594e-03   1.8800174e-04   3.9571711e-03  -5.9901308e-03   3.9604396e-03   1.7852409e-03  -5.4473967e-04  -2.8961113e-04   2.7561984e-04   7.0116929e-05  -9.5349288e-04  -3.6104205e-04  -2.4189665e-04   2.1907749e-05  -2.8590822e-05  -2.4877434e-06  -1.3375041e-03  -4.3293434e-04   3.5192879e-03   6.9121869e-05   2.2439205e-04  -1.6173565e-04  -5.3078173e-04  -3.4705883e-04
   0.0000000e+00  -7.3854623e-03   7.7347359e-02  -6.3055208e-03   9.4407962e-01   4.3180273e-03  -2.6843593e-04  -2.9788394e-03  -2.0648522e-02  -4.0946953e-03   8.4669780e-03   1.2280757e-02   9.5417000e-03   1.1395376e-03   2.8505531e-03   1.6832392e-03   1.2429082e-03   1.0962988e-03   8.8117929e-03  -2.4902700e-04  -4.5489004e-04  -6.9835664e-05   1.9285473e-05   2.6920307e-04  -3.2632660e-03   6.4864208e-05   1.4327899e-04   1.0732651e-05  -8.2645150e-06  -5.4786170e-05   1.3278067e-03   4.7880712e-05   3.9877319e-03   1.2445470e-04   3.9568369e-04   1.2329666e-04   1.7143892e-04
   0.0000000e+00  -1.5928279e-01   4.6755536e-01   3.7841856e-02  -1.9689273e-01   1.2005265e+00   1.3560739e-01   1.3327672e-01   1.1722027e-01   1.0005831e-02   1.1221506e-02  -6.5799857e-01  -1.2949147e-02   9.2657474e-03  -4.2434274e-03   2.1947778e-02   3.4888374e-03   1.1020906e-02  -6.1006145e-04  -2.4852584e-03  -3.6678735e-05  -4.7595348e-05  -1.9481582e-04   2.8423799e-03   2.0903882e-04   8.9128151e-04  -2.9855984e-05   8.7786723e-05   6.1950874e-06   1.4225055e-03   3.2396957e-04   9.4653768e-04   3.6664948e-04   3.9754365e-03   1.0371729e-04   1.4018716e-04  -1.6980177e-03
   0.0000000e+00  -1.4380892e-02   9.5371848e-02  -5.7367951e-02  -9.1811909e-02  -3.8077801e-03   1.0682066e+00   1.3221371e-01   4.3339299e-02   1.0528353e-03   4.4177312e-05  -4.7199609e-02   1.5081583e-03   1.0890862e-03   2.5596040e-04  -1.6107578e-03  -1.1665471e-02  -1.4063868e-03   3.9004661e-03   3.1579934e-05  -2.3829568e-03   4.3633064e-05  -7.2368005e-05   9.4397387e-04  -1.0032588e-03   4.1788173e-04   2.9956376e-05   3.1110861e-05   2.4185960e-06  -9.8225786e-05  -8.6629081e-04  -1.2123680e-04   4.1560744e-04  -1.2107883e-05   4.6026083e-03  -9.1987224e-05  -1.8278200e-04
   0.0000000e+00   7.9321382e-02   6.1561658e-01  -7.8646161e-01  -6.5535632e-01  -3.6306766e-01   6.0397081e-01   1.4887376e-01  -2.8565893e-01   1.2686328e-03  -3.2293740e-03   5.7629317e-02   1.3808230e-03   1.8697802e-03   4.7387262e-04  -7.2834323e-03  -5.8577136e-03  -4.1686767e-03   1.9768915e-03   3.8552470e-04  -1.2345192e-04  -2.2189233e-03  -9.5481063e-05   1.1920390e-03  -2.1277885e-04   4.0221043e-04  -2.5704942e-06   3.8503410e-05   2.9930131e-06  -2.8663711e-04  -3.7186128e-04  -6.2532251e-04   1.1180634e-04  -9.2372628e-05  -1.2132545e-04   4.4840527e-03   5.6373202e-05
   0.0000000e+00   1.8728783e-04  -3.1517723e-05  -4.5073915e-05  -1.3420205e-04  -4.5155029e-06   3.6810263e-05  -4.8406325e-06   9.9887477e-01  -2.2007910e-04  -7.3199092e-04   4.3499402e-05  -1.8849105e-05   7.1708408e-06  -3.3448719e-06  -1.3709098e-09  -9.9007681e-10  -1.4890399e-09  -4.5086581e-10  -2.0113700e-09   1.3277292e-09   3.3903449e-08  -1.0032727e-09  -8.3480265e-10  -4.4040839e-09   2.9049201e-09   1.4415835e-10   2.3915888e-11   7.1172462e-11  -1.5511554e-11  -1.2209998e-11   3.5387902e-10  -4.2821035e-10   5.1528434e-09  -3.6764443e-09  -6.8775870e-08  -3.1373909e-09
   0.0000000e+00   1.1671694e-02  -3.9694621e-02   1.2336681e-03   2.4578458e-02  -1.7509325e-02  -1.1669425e-02  -1.0400332e-02  -4.2479223e-02   9.9418775e-01   5.2926926e-03   5.5029572e-02  -1.9263685e-04   4.7838628e-03   3.4042409e-04  -1.0569266e-02   4.7685493e-03  -5.0886348e-03  -1.0745733e-03   3.9836288e-04   1.6893482e-04  -1.4761167e-04  -1.7681075e-04   2.5449194e-03   3.2102062e-04   6.4522766e-04  -2.5602392e-05   7.6152515e-05   2.3761096e-06  -6.7160264e-04   3.5352634e-04  -2.8211032e-04   3.9727501e-05   1.4823217e-04   1.7410231e-04   3.1435653e-04  -1.8714500e-04
   0.0000000e+00   1.2676173e-02  -4.3686511e-02   1.0298747e-03   2.4778263e-02  -1.4221833e-02  -8.2657667e-03  -7.8653044e-03  -2.8198238e-02  -1.1168677e-03   9.9901058e-01   3.8404926e-02  -1.8962105e-03  -5.7727224e-04  -5.2245881e-04  -3.6537967e-03   1.3776393e-03  -1.8339977e-03  -2.0450288e-03   9.3688375e-05   2.2693365e-04   4.2745796e-05  -1.7598848e-05   1.2276126e-04   9.6494412e-04   5.8084664e-05  -4.3341758e-05   3.8264853e-06   3.4439625e-06  -1.8521624e-04  -1.2697640e-04  -1.2058992e-04  -7.4736106e-04   2.1962346e-04  -2.1830208e-04  -7.9134090e-05   1.2799255e-04
